Date,time,title,segment,pred,neg,pos,neu,Index_Change,Percent_Change,Direction_Change,Open,Highest,Lowest,Closed,AVG,Adjusted_Closed,Volume,Company_Code
12/8/2019,17:27,"VIB: 14.8.2019, ngày GDKHQ trả cổ phiếu thưởng cho cổ đông hiện hữu (tỷ lệ 18%)","vib : 14.8.2019 , ngày gdkhq trả cổ_phiếu thưởng cho cổ_đông hiện_hữu ( tỷ_lệ 18% )",2,0.20327605,0.049817283,0.74690664,-0.2,-0.17%,-,120.2,121.2,120,120,120.25,106.67,811120,VIC
12/8/2019,14:42,"Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần này","điểm_danh những doanh_nghiệp chốt quyền nhận cổ_tức bằng tiền , bằng cổ_phiếu và cổ_phiếu thưởng tuần này",2,0.016091341,0.35070843,0.6332002,-0.2,-0.17%,-,120.2,121.2,120,120,120.25,106.67,811120,VIC
6/8/2019,8:54,Câu lạc bộ lãi nghìn tỷ đã gọi tên 31 doanh nghiệp,câu_lạc_bộ lãi nghìn tỷ đã gọi tên 31 doanh_nghiệp,1,0.002437144,0.9823646,0.015198257,1.8,1.53%,+,116,119.8,115.5,119.8,117.32,106.49,3415784,VIC
5/8/2019,15:59,VIB: Ông Hoàng Linh - Giám đốc tài chính đã mua 57.600 CP,vib : ông hoàng linh - giám_đốc tài_chính đã mua 57.600 cp,2,0.034917306,0.30514246,0.6599402,-4.5,-3.67%,-,122.1,122.1,118,118,120.12,104.89,3791680,VIC
5/8/2019,13:30,Đã có 2 chủ thẻ tín dụng VIB trúng cặp vé du lịch châu Á bằng du thuyền,đã có 2 chủ thẻ_tín_dụng vib trúng cặp vé du_lịch châu_á bằng du_thuyền,1,0.008368414,0.9012247,0.09040699,-4.5,-3.67%,-,122.1,122.1,118,118,120.12,104.89,3791680,VIC
12/7/2019,15:35,VIB: Quyết định HĐQT về việc xử lý cổ phiếu lẻ phát sinh trong đợt thưởng cổ phiếu quỹ,vib : quyết_định hđqt về việc xử_lý cổ_phiếu lẻ phát_sinh trong đợt thưởng cổ_phiếu quỹ,2,0.0466082,0.056115285,0.8972766,-0.5,-0.43%,-,116.9,117,116,116,116.4,103.11,169920,VIC
12/7/2019,7:29,VIB dẫn đầu thị trường về cho vay mua ô tô và phát hành thẻ,vib dẫn_đầu thị_trường về cho vay mua ô_tô và phát_hành thẻ,1,0.013721947,0.7012321,0.285046,-0.5,-0.43%,-,116.9,117,116,116,116.4,103.11,169920,VIC
11/7/2019,17:34,"VIB lãi trước thuế hơn 1.800 tỷ trong nửa đầu năm, nợ xấu giảm mạnh xuống còn 1,8%","vib lãi trước thuế hơn 1.800 tỷ trong nửa đầu năm , nợ xấu giảm mạnh xuống còn 1,8%",2,0.02978219,0.17000544,0.8002124,-0.3,-0.26%,-,117.3,117.5,115.6,116.5,116.25,103.56,423380,VIC
4/7/2019,10:34,Điểm nhấn 17 ngân hàng niêm yết: Nhân sự bất hòa nhưng cổ phiếu thăng hoa,điểm nhấn 17 ngân_hàng niêm_yết : nhân_sự bất_hoà nhưng cổ_phiếu thăng_hoa,1,0.004672328,0.9506068,0.04472081,1.1,0.95%,+,115,116.5,115,116.5,115.93,103.56,265260,VIC
4/7/2019,10:22,VIB là nhà tài trợ cho hội chợ oto.com.vn,vib là nhà_tài_trợ cho hội_chợ oto.com.vn,2,0.031769823,0.116157,0.85207313,1.1,0.95%,+,115,116.5,115,116.5,115.93,103.56,265260,VIC
2/7/2019,14:02,VIB: Ông Hoàng Linh - Giám đốc tài chính - đăng ký mua 100.000 CP,vib : ông hoàng linh - giám_đốc tài_chính - đăng_ký mua 100.000 cp,2,0.03341783,0.14901371,0.8175685,-1.4,-1.19%,-,117.1,117.3,115.8,115.8,116.54,102.93,323150,VIC
12/6/2019,16:32,VIB: Chấp thuận thay đổi tên và địa điểm Ngân hàng TMCP Quốc tế Việt Nam - Chi nhánh Hải Châu,vib : chấp_thuận thay_đổi tên và địa_điểm ngân_hàng tmcp quốc_tế việt_nam - chi_nhánh hải_châu,2,0.07109577,0.08251075,0.8463935,-1,-0.85%,-,117,117.5,116,116,116.89,103.11,458350,VIC
12/6/2019,16:06,VIB: Công bố về việc phát hành trái Phiếu lần 1 năm 2019,vib : công_bố về việc phát_hành trái phiếu lần 1 năm 2019,0,0.97415316,0.00488545,0.020961422,-1,-0.85%,-,117,117.5,116,116,116.89,103.11,458350,VIC
7/6/2019,15:48,VIB: Vợ ông Đặng Khắc Vỹ - Chủ tịch HĐQT đã bán 1.000.000 CP,vib : vợ ông đặng_khắc_vỹ - chủ_tịch hđqt đã bán 1.000.000 cp,0,0.9783182,0.005708265,0.015973445,1.1,0.95%,+,116.6,117,116.1,117,116.7,104,1014030,VIC
7/6/2019,15:48,VIB: Con ông Đặng Khắc Vỹ - Chủ tịch HĐQT đã bán 1.400.000 CP,vib : con ông đặng_khắc_vỹ - chủ_tịch hđqt đã bán 1.400.000 cp,0,0.9722058,0.007027241,0.02076688,1.1,0.95%,+,116.6,117,116.1,117,116.7,104,1014030,VIC
7/6/2019,15:44,VIB: Ông Hoàng Linh - Giám đốc tài chính đã mua 35.640 CP,vib : ông hoàng linh - giám_đốc tài_chính đã mua 35.640 cp,1,0.020893397,0.59503007,0.38407657,1.1,0.95%,+,116.6,117,116.1,117,116.7,104,1014030,VIC
4/6/2019,16:23,"VIB: 5.6.2019, ngày GDKHQ trả cổ tức bằng tiền mặt (567đ/cp)","vib : 5.6.2019 , ngày gdkhq trả cổ_tức bằng tiền_mặt ( 567 đ / cp )",2,0.06695549,0.06965693,0.8633876,0.1,0.09%,+,113.6,115.4,113.6,114.6,114.64,101.87,317740,VIC
3/6/2019,17:08,VIB: Bà Nguyễn Lương Thị Bích Thủy - Thành viên BKS đã mua 5.520 CP,vib : bà nguyễn_lương_thị_bích thuỷ - thành_viên bks đã mua 5.520 cp,2,0.06398858,0.077247016,0.8587644,-0.1,-0.09%,-,114,115.5,113,114.5,114.37,101.78,281510,VIC
3/6/2019,17:03,VIB: Báo cáo kết quả giao dịch cổ phiếu quỹ số 13972.19 ngày 28.05.2019 của VIB,vib : báo_cáo kết_quả giao_dịch cổ_phiếu quỹ số 13972.19 ngày 28.05.2019 của vib,2,0.041181583,0.083541624,0.8752768,-0.1,-0.09%,-,114,115.5,113,114.5,114.37,101.78,281510,VIC
3/6/2019,17:03,VIB: Nghị quyết HĐQT v/v phê duyệt phương án phát hành cổ phiếu để tăng vốn điều lệ,vib : nghị_quyết hđqt v / v phê_duyệt phương_án phát_hành cổ_phiếu để tăng vốn_điều_lệ,2,0.048293747,0.062905475,0.88880074,-0.1,-0.09%,-,114,115.5,113,114.5,114.37,101.78,281510,VIC
3/6/2019,16:53,VIB: Bà Nguyễn Thùy Linh - Trưởng Ban kiểm soát đã mua 6.170 CP,vib : bà nguyễn_thuỳ_linh - trưởng ban kiểm_soát đã mua 6.170 cp,2,0.03906172,0.14445624,0.816482,-0.1,-0.09%,-,114,115.5,113,114.5,114.37,101.78,281510,VIC
3/6/2019,8:55,"Điểm danh những doanh nghiệp chốt quyền nhận cổ tức bằng tiền, bằng cổ phiếu và cổ phiếu thưởng tuần này","điểm_danh những doanh_nghiệp chốt quyền nhận cổ_tức bằng tiền , bằng cổ_phiếu và cổ_phiếu thưởng tuần này",2,0.016091341,0.35070843,0.6332002,-0.1,-0.09%,-,114,115.5,113,114.5,114.37,101.78,281510,VIC
9/5/2019,13:30,Du lịch hè thêm thú vị với loại thẻ tín dụng miễn lãi trọn đời,du_lịch hè thêm thú_vị với loại thẻ_tín_dụng miễn lãi trọn đời,1,0.001804457,0.992818,0.005377624,0,0.00%,0,112.7,112.7,111.6,112.6,112.31,100.09,539140,VIC
8/5/2019,15:29,VIB: Ông Ân Thanh Sơn - Phó Tổng Giám đốc đăng ký mua 35.640 CP,vib : ông ân_thanh_sơn - phó tổng_giám_đốc đăng_ký mua 35.640 cp,2,0.043415867,0.07096565,0.88561845,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,15:19,VIB: Ông Hàn Ngọc Vũ - Tổng Giám đốc đăng ký mua 42.040 CP,vib : ông hàn_ngọc_vũ - tổng_giám_đốc đăng_ký mua 42.040 cp,2,0.09521472,0.04731077,0.8574745,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,15:19,VIB: Bà Phạm Thị Minh Huệ - Kế toán trưởng đăng ký mua 23.230 CP,vib : bà phạm_thị_minh_huệ - kế_toán_trưởng đăng_ký mua 23.230 cp,0,0.9873515,0.003892459,0.008756092,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,15:19,VIB: Ông Hồ Vân Long - Phó Tổng Giám đốc đăng ký mua 62.050 CP,vib : ông hồ_vân_long - phó tổng_giám_đốc đăng_ký mua 62.050 cp,0,0.8970867,0.012849033,0.09006428,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,15:18,VIB: Ông Lê Quang Trung - Phó Tổng Giám đốc đăng ký mua 140.790 CP,vib : ông lê_quang_trung - phó tổng_giám_đốc đăng_ký mua 140.790 cp,0,0.98609376,0.003966406,0.009939861,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,15:18,VIB: Bà Vương Thị Huyền - Phó Tổng Giám đốc đăng ký mua 41.360 CP,vib : bà vương_thị_huyền - phó tổng_giám_đốc đăng_ký mua 41.360 cp,2,0.027520893,0.08456839,0.8879108,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,15:18,VIB: Ông Hoàng Linh - Giám đốc tài chính đăng ký mua 100.000 CP,vib : ông hoàng linh - giám_đốc tài_chính đăng_ký mua 100.000 cp,2,0.042372733,0.13276015,0.82486707,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,15:16,VIB: Bà Nguyễn Lương Thị Bích Thủy - Thành viên BKS đăng ký mua 5.520 CP,vib : bà nguyễn_lương_thị_bích thuỷ - thành_viên bks đăng_ký mua 5.520 cp,2,0.09879687,0.055384208,0.84581894,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,15:16,VIB: Ông Trần Nhất Minh - Phó Tổng Giám đốc đăng ký mua 39.260 CP,vib : ông trần_nhất_minh - phó tổng_giám_đốc đăng_ký mua 39.260 cp,2,0.42841887,0.03426039,0.5373208,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,15:14,VIB: Ông Đào Quang Ngọc - Thành viên BKS đăng ký mua 4.340 CP,vib : ông đào_quang_ngọc - thành_viên bks đăng_ký mua 4.340 cp,2,0.0486792,0.05418257,0.8971382,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,15:10,VIB: Bà Nguyễn Thùy Linh - Trưởng Ban kiểm soát đăng ký mua 6.170 CP,vib : bà nguyễn_thuỳ_linh - trưởng ban kiểm_soát đăng_ký mua 6.170 cp,2,0.04505465,0.07363708,0.8813083,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,10:38,VIB: Chấp thuận của Ngân hàng Nhà nước về phương án phân phối lợi nhuận và chia cổ tức năm 2018,vib : chấp_thuận của ngân_hàng nhà_nước về phương_án phân_phối lợi_nhuận và chia cổ_tức năm 2018,2,0.03048419,0.09601143,0.8735044,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
8/5/2019,8:43,Cán bộ nhân viên VIB chuẩn bị nhận thưởng lớn,cán_bộ nhân_viên vib chuẩn_bị nhận thưởng lớn,1,0.003514783,0.9315647,0.06492046,0,0.00%,0,111.5,112.7,111.4,112.6,112.31,100.09,348500,VIC
7/5/2019,14:02,Nợ xấu phình to ở nhiều ngân hàng,nợ xấu phình to ở nhiều ngân_hàng,0,0.98508865,0.004025947,0.010885458,0.4,0.36%,+,112.2,113.3,111,112.6,112.22,100.09,421350,VIC
7/5/2019,8:00,"Đại diện VIB: 'Nền tảng ngân hàng số cần tạo trải nghiệm đơn giản, nhanh chóng và bảo mật một cách toàn diện'","đại_diện vib : ' nền_tảng ngân_hàng số cần tạo trải_nghiệm đơn_giản , nhanh_chóng và bảo_mật một_cách toàn_diện '",1,0.002372395,0.9906375,0.006990165,0.4,0.36%,+,112.2,113.3,111,112.6,112.22,100.09,421350,VIC
3/5/2019,16:27,VIB: Công bố về việc Ủy ban Chứng khoán Nhà nước nhận đủ tài liệu báo cáo giao dịch cổ phiếu quỹ,vib : công_bố về việc uỷ_ban chứng_khoán nhà_nước nhận đủ tài_liệu báo_cáo giao_dịch cổ_phiếu quỹ,2,0.034577113,0.068025224,0.8973977,-1.1,-0.97%,-,113.7,113.7,112.1,112.5,112.71,100,705500,VIC
11/4/2019,17:07,VIB: Chấp thuận thay đổi địa điểm Phòng Giao dịch Lê Văn Lương,vib : chấp_thuận thay_đổi địa_điểm phòng giao_dịch lê_văn_lương,0,0.8162741,0.017275438,0.16645043,3.2,2.86%,+,111.8,115,111.8,115,113.11,102.22,350810,VIC
11/4/2019,8:00,Rút tiền mặt qua thẻ tín dụng - kênh vay tiền nhanh qua ngân hàng,rút_tiền mặt qua thẻ_tín_dụng - kênh vay tiền nhanh qua ngân_hàng,1,0.007424913,0.9140742,0.07850083,3.2,2.86%,+,111.8,115,111.8,115,113.11,102.22,350810,VIC
10/4/2019,7:10,Toàn cảnh khối nợ xấu hàng trăm nghìn tỷ đồng của các ngân hàng ở VAMC,toàn_cảnh khối nợ xấu hàng trăm nghìn tỷ đồng của các ngân_hàng ở vamc,0,0.90373087,0.015048848,0.08122034,-1.2,-1.06%,-,113,114,110.9,111.8,112.11,99.38,696000,VIC
9/4/2019,15:12,VIB: Thông báo doanh nghiệp kiểm toán đã ký hợp đồng kiểm toán BCTC kết thúc ngày 31/12/2019,vib : thông_báo doanh_nghiệp kiểm_toán đã ký hợp_đồng kiểm_toán bctc kết_thúc ngày 31/12/2019,0,0.72989494,0.027760085,0.24234493,-2.5,-2.16%,-,116,116,112.8,113,113.94,100.44,1156710,VIC
9/4/2019,8:00,VIB nhận hai giải thưởng quốc tế uy tín về ngân hàng số,vib nhận hai giải_thưởng quốc_tế uy_tín về ngân_hàng số,1,0.02594713,0.6962427,0.27781022,-2.5,-2.16%,-,116,116,112.8,113,113.94,100.44,1156710,VIC
8/4/2019,15:30,"VIB miễn toàn bộ phí rút tiền ATM và phí chuyển tiền, vô điều kiện","vib miễn toàn_bộ phí rút_tiền atm và phí chuyển tiền , vô_điều_kiện",1,0.008326616,0.9702297,0.02144362,0.4,0.35%,+,115.2,115.8,114.8,115.5,115.18,102.67,504660,VIC
4/4/2019,9:52,"Cán bộ nhân viên VIB, Techcombank, ACB chuẩn bị nhận thưởng lớn","cán_bộ nhân_viên vib , techcombank , acb chuẩn_bị nhận thưởng lớn",1,0.003243913,0.964026,0.03273014,0.2,0.17%,+,115.3,115.8,114.1,115.1,114.85,102.31,421730,VIC
3/4/2019,6:49,Các ngân hàng bất ngờ 'rụt rè' với mục tiêu lợi nhuận năm 2019,các ngân_hàng bất_ngờ ' rụt_rè ' với mục_tiêu lợi_nhuận năm 2019,2,0.035943724,0.094393976,0.86966234,-1.4,-1.20%,-,115.5,116,114.5,114.9,115.2,102.13,464270,VIC
2/4/2019,9:51,VIB: Bổ nhiệm ông Đặng Khắc Vỹ giữ chức Chủ tịch HĐQT từ 28/03/2019,vib : bổ_nhiệm ông đặng_khắc_vỹ giữ chức chủ_tịch hđqt từ 28/03/2019,0,0.5083414,0.043952163,0.44770646,-0.2,-0.17%,-,116.9,117.2,116.2,116.3,116.81,103.38,1036350,VIC
1/4/2019,10:12,VIB: Nghị quyết Đại hội đồng cổ đông thường niên năm 2019,vib : nghị_quyết đại_hội_đồng cổ_đông thường_niên năm 2019,2,0.028217634,0.10228771,0.8694947,0.6,0.52%,+,116.4,116.5,115.8,116.5,116.09,103.56,828430,VIC
12/3/2019,17:03,VIB: Tài liệu họp Đại hội đồng cổ đông,vib : tài_liệu họp đại_hội_đồng cổ_đông,2,0.048359368,0.055006262,0.89663434,0.3,0.25%,+,119,119.4,118.2,118.6,118.86,105.42,1002200,VIC
11/3/2019,8:59,"VIB đặt mục tiêu tăng 24% lợi nhuận trong năm 2019, nâng vốn điều lệ lên 10.900 tỷ","vib đặt mục_tiêu tăng 24% lợi_nhuận trong năm 2019 , nâng vốn_điều_lệ lên 10.900 tỷ",1,0.006940325,0.8635728,0.12948686,0.2,0.17%,+,117,118.3,117,118.3,118,105.16,698150,VIC
7/3/2019,16:20,VIB: Chấp thuận thay đổi địa điểm Phòng Giao dịch Thăng Long - Chi nhánh Cầu Giấy,vib : chấp_thuận thay_đổi địa_điểm phòng giao_dịch thăng_long - chi_nhánh cầu_giấy,0,0.98481005,0.004121398,0.011068579,1.5,1.27%,+,117.9,122.5,117.8,119.2,120.52,105.96,2197980,VIC
1/2/2019,15:46,VIB: Chấp thuận thay đổi địa điểm Phòng Giao dịch Tây Sơn - Chi nhánh Sở Giao dịch,vib : chấp_thuận thay_đổi địa_điểm phòng giao_dịch tây_sơn - chi_nhánh sở_giao_dịch,2,0.0581582,0.070495,0.8713468,-5.1,-4.91%,-,103.8,103.8,98.8,98.8,99.95,87.82,2152680,VIC
1/2/2019,13:00,VIB treo thưởng 1 tỷ đồng giải Hole in One cho gôn thủ tham dự Volvo World Golf Challenge 2019,vib treo thưởng 1 tỷ đồng giải hole in one cho gôn thủ tham_dự volvo_world_golf_challenge 2019,1,0.004856582,0.9799635,0.015179866,-5.1,-4.91%,-,103.8,103.8,98.8,98.8,99.95,87.82,2152680,VIC
11/1/2019,10:23,VIB: Thông báo về việc thay đổi địa chỉ Phòng Giao dịch Trần Nhân Tôn trực thuộc Chi nhánh Gò Vấp,vib : thông_báo về việc thay_đổi địa_chỉ phòng giao_dịch trần_nhân_tôn trực_thuộc chi_nhánh gò_vấp,0,0.98782015,0.003701093,0.0084788,0,0.00%,0,101,101.4,100.1,101.4,100.74,90.13,589030,VIC
11/1/2019,10:19,VIB: Thông báo về việc thay đổi địa chỉ Chi nhánh Hồ Chí Minh,vib : thông_báo về việc thay_đổi địa_chỉ chi_nhánh hồ_chí_minh,0,0.9672427,0.005310996,0.027446257,0,0.00%,0,101,101.4,100.1,101.4,100.74,90.13,589030,VIC
10/1/2019,8:00,VIB khai trương trụ sở mới chi nhánh Đồng Nai,vib khai_trương trụ_sở mới chi_nhánh đồng_nai,2,0.051247638,0.17707478,0.7716776,-0.1,-0.10%,-,101.2,101.5,100,101.4,100.82,90.13,571980,VIC
9/1/2019,9:58,VIB: Ngày chốt danh sách cổ đông để gửi Phiếu xin ý kiến về việc sửa đổi Điều lệ,vib : ngày chốt danh_sách cổ_đông để gửi phiếu xin ý_kiến về việc sửa_đổi điều_lệ,2,0.17896792,0.041538432,0.77949363,0.5,0.50%,+,101,101.9,99,101.5,100.6,90.22,659210,VIC
6/12/2018,22:02,Ngân hàng chạy đua hoàn thành kế hoạch tăng vốn cuối năm,ngân_hàng chạy_đua hoàn_thành kế_hoạch tăng vốn cuối năm,1,0.014578826,0.6025118,0.3829094,0,0.00%,0,102.1,102.2,101.1,102.1,101.93,90.76,251610,VIC
4/12/2018,8:13,"Áp dụng Basel II sớm, ngân hàng được và mất gì?","áp_dụng basel_ii sớm , ngân_hàng được và mất gì ?",1,0.02123938,0.85520774,0.12355285,0.1,0.10%,+,102.4,102.4,101.6,102,101.91,90.67,1413260,VIC
12/11/2018,15:47,"VIB: 14.11.2018, ngày GDKHQ lấy ý kiến cổ đông bằng văn bản","vib : 14.11.2018 , ngày gdkhq lấy ý_kiến cổ_đông bằng văn_bản",2,0.10255301,0.04214937,0.8552976,0,0.00%,0,95.8,96,95.5,95.9,95.8,85.24,2720990,VIC
12/11/2018,7:23,"Điểm danh những doanh nghiệp trả cổ tức bằng tiền, cổ phiếu và cổ phiếu thưởng tuần này","điểm_danh những doanh_nghiệp trả cổ_tức bằng tiền , cổ_phiếu và cổ_phiếu thưởng tuần này",1,0.013978004,0.50310284,0.4829192,0,0.00%,0,95.8,96,95.5,95.9,95.8,85.24,2720990,VIC
12/11/2018,0:00,"VIB: 16.11.2018, ngày GDKHQ trả cổ phiếu thưởng cho cổ đông hiện hữu (tỷ lệ 41,13%)","vib : 16.11.2018 , ngày gdkhq trả cổ_phiếu thưởng cho cổ_đông hiện_hữu ( tỷ_lệ 41,13% )",0,0.7420192,0.025234243,0.23274653,0,0.00%,0,95.8,96,95.5,95.9,95.8,85.24,2720990,VIC
8/11/2018,11:28,VIB: Công bố thông tin phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu,vib : công_bố thông_tin phát_hành cổ_phiếu để tăng vốn cổ_phần từ nguồn vốn chủ_sở_hữu,2,0.050411224,0.057878233,0.8917105,0,0.00%,0,96,96.6,95.8,96,96.05,85.33,383030,VIC
8/11/2018,11:28,VIB: CBTT v/v Tài liệu báo cáo phát hành cổ phiếu để tăng vốn cổ phần từ nguồn vốn chủ sở hữu của VIB,vib : cbtt v / v tài_liệu báo_cáo phát_hành cổ_phiếu để tăng vốn cổ_phần từ nguồn vốn chủ_sở_hữu của vib,2,0.04645497,0.056497872,0.89704716,0,0.00%,0,96,96.6,95.8,96,96.05,85.33,383030,VIC
8/11/2018,8:04,VIB được chấp thuận tăng vốn điều lệ lên hơn 7.800 tỷ đồng,vib được chấp_thuận tăng vốn_điều_lệ lên hơn 7.800 tỷ đồng,2,0.040863562,0.24083018,0.71830624,0,0.00%,0,96,96.6,95.8,96,96.05,85.33,383030,VIC
7/11/2018,15:25,"Khả năng sinh lời của OCB, ACB, VIB tăng mạnh","khả_năng sinh lời của ocb , acb , vib tăng mạnh",1,0.008791466,0.8294203,0.1617882,0.2,0.21%,+,96.3,96.3,94.3,96,95.39,85.33,608180,VIC
7/11/2018,14:13,VIB: Quyết định Hội đồng quản trị về việc chốt danh sách cổ đông nhận cổ phiếu thưởng,vib : quyết_định hội_đồng_quản_trị về việc chốt danh_sách cổ_đông nhận cổ_phiếu thưởng,2,0.02868117,0.09032528,0.88099355,0.2,0.21%,+,96.3,96.3,94.3,96,95.39,85.33,608180,VIC
7/11/2018,10:27,Nguồn thu chủ yếu của các ngân hàng 9 tháng đầu năm đến từ đâu?,nguồn thu chủ_yếu của các ngân_hàng 9 tháng đầu năm đến từ đâu ?,2,0.028699094,0.09394113,0.8773598,0.2,0.21%,+,96.3,96.3,94.3,96,95.39,85.33,608180,VIC
6/11/2018,10:33,VIB: CBTT về việc thành lập Phòng Giao dịch VIB Hà Thành,vib : cbtt về việc thành_lập phòng giao_dịch vib hà_thành,2,0.034334563,0.056880735,0.9087847,-0.2,-0.21%,-,96,96.5,95.4,95.8,95.92,85.16,698210,VIC
5/11/2018,16:37,"VIB: 7.11.2018, ngày GDKHQ trả cổ tức bằng tiền mặt (498đ/cp)","vib : 7.11.2018 , ngày gdkhq trả cổ_tức bằng tiền_mặt ( 498 đ / cp )",2,0.14745975,0.05432514,0.79821515,0,0.00%,0,96,96.5,95.1,96,95.64,85.33,664130,VIC
5/11/2018,8:37,"Điểm danh những doanh nghiệp trả cổ tức bằng tiền, cổ phiếu và cổ phiếu thưởng tuần này","điểm_danh những doanh_nghiệp trả cổ_tức bằng tiền , cổ_phiếu và cổ_phiếu thưởng tuần này",1,0.013978004,0.50310284,0.4829192,0,0.00%,0,96,96.5,95.1,96,95.64,85.33,664130,VIC
2/11/2018,11:38,"Đã có 15 ngân hàng lãi nghìn tỷ, nhiều ngân hàng vượt kế hoạch lợi nhuận cả năm chỉ sau 9 tháng","đã có 15 ngân_hàng lãi nghìn tỷ , nhiều ngân_hàng vượt kế_hoạch lợi_nhuận cả năm chỉ sau 9 tháng",1,0.002511157,0.9768817,0.020607071,0.5,0.52%,+,95.6,96.7,95.5,96,95.89,85.33,1572560,VIC
2/11/2018,7:47,Lịch chốt quyền nhận cổ tức bằng tiền của 5 doanh nghiệp,lịch chốt quyền nhận cổ_tức bằng tiền của 5 doanh_nghiệp,2,0.034621786,0.1198869,0.8454913,0.5,0.52%,+,95.6,96.7,95.5,96,95.89,85.33,1572560,VIC
3/10/2018,15:08,VIB: Thông báo thay đổi Giấy phép thành lập và hoạt động,vib : thông_báo thay_đổi giấy_phép thành_lập và hoạt_động,0,0.82851,0.014808926,0.15668117,0.2,0.20%,+,103,103.9,101.8,102.2,102.98,90.84,860380,VIC
1/10/2018,13:21,VIB thu về 2.800 tỷ đồng từ phát hành trái phiếu đợt 1 năm 2018,vib thu về 2.800 tỷ đồng từ phát_hành trái_phiếu đợt 1 năm 2018,2,0.026239276,0.17916173,0.79459894,0.2,0.20%,+,99.9,102.5,98.5,98.5,100.48,87.56,1298160,VIC
7/9/2018,14:36,Các ngân hàng làm gì khi không được nới 'room' tín dụng?,các ngân_hàng làm gì khi không được nới ' room ' tín_dụng ?,0,0.96548057,0.00561598,0.028903352,-0.8,-0.82%,-,96.1,99,96.1,97.2,97.16,86.4,698830,VIC
6/9/2018,10:23,VIB: Ông Hồ Vân Long - Phó Tổng Giám đốc đã mua 14.690 CP,vib : ông hồ_vân_long - phó tổng_giám_đốc đã mua 14.690 cp,0,0.9267034,0.011579153,0.061717432,-3.5,-3.45%,-,101.1,101.5,98,98,99.97,87.11,1031000,VIC
6/9/2018,10:22,VIB: Ông Hàn Ngọc Vũ - Ủy viên HĐQT đã mua 12.740 CP,vib : ông hàn_ngọc_vũ - uỷ_viên hđqt đã mua 12.740 cp,2,0.21551703,0.0458684,0.73861456,-3.5,-3.45%,-,101.1,101.5,98,98,99.97,87.11,1031000,VIC
6/9/2018,10:21,VIB: Bà Nguyễn Lương Thị Bích Thủy - Thành viên BKS đã mua 2.500 CP,vib : bà nguyễn_lương_thị_bích thuỷ - thành_viên bks đã mua 2.500 cp,2,0.054929666,0.067670316,0.8774001,-3.5,-3.45%,-,101.1,101.5,98,98,99.97,87.11,1031000,VIC
6/9/2018,10:20,VIB: Ông Lê Quang Trung - Phó Tổng Giám đốc đã mua 59.460 CP,vib : ông lê_quang_trung - phó tổng_giám_đốc đã mua 59.460 cp,0,0.9863875,0.00393661,0.009675973,-3.5,-3.45%,-,101.1,101.5,98,98,99.97,87.11,1031000,VIC
6/9/2018,10:19,VIB: Ông Hoàng Linh - Giám đốc tài chính đã mua 7.440 CP,vib : ông hoàng linh - giám_đốc tài_chính đã mua 7.440 cp,2,0.025396511,0.32772207,0.6468814,-3.5,-3.45%,-,101.1,101.5,98,98,99.97,87.11,1031000,VIC
6/9/2018,10:17,VIB: Bà Vương Thị Huyền - Phó Tổng Giám đốc đã mua 13.620 CP,vib : bà vương_thị_huyền - phó tổng_giám_đốc đã mua 13.620 cp,2,0.031452235,0.074037395,0.8945103,-3.5,-3.45%,-,101.1,101.5,98,98,99.97,87.11,1031000,VIC
6/9/2018,10:17,VIB: Ông Trần Nhất Minh - Phó Tổng Giám đã đã mua 8.840 CP,vib : ông trần_nhất_minh - phó tổng_giám đã đã mua 8.840 cp,0,0.5880133,0.037763964,0.37422276,-3.5,-3.45%,-,101.1,101.5,98,98,99.97,87.11,1031000,VIC
4/9/2018,8:24,VIB: Bổ nhiệm bà Nguyễn Thị Thanh Tâm giữ chức Kế toán trưởng từ 01/09/2018,vib : bổ_nhiệm bà nguyễn_thị_thanh_tâm giữ chức kế_toán_trưởng từ 01/09/2018,2,0.15164098,0.05712369,0.7912353,-1.3,-1.26%,-,103.4,103.4,102,102.1,102.55,90.76,373190,VIC
