date,title,description,stock_group
2023-02-06,Bamboo Airways và BAA Training Vietnam hợp tác đào tạo phi công MPL,"Chương trình dự kiến đào tạo 100 học viên phi công cơ bản trong 3 năm, đem đến cơ hội làm việc tại hãng hàng không Bamboo Airways.",TRA
2023-02-03,"MasterChef 12, Francesco contro Hué: «Sei un altro elemento del clan»","Eliminati Nicola e Ollivier, ora gli aspiranti MasterChef sono 10. Francescone se la prende con la concorrente vietnamita: «Si muove anche lei su indicazione del burattinaio». Barbieri ce l’ha con i capelli di Edoardo: «Se vinci MasterChef te li taglio io»",TRA
2023-02-03,"Baldwin, Brandon Lee, Fantozzi: quando il cinema diventa un reato","Non solo ""Rust"": la storia del cinema è piena di vicende di omicidi o incidenti colposi e guai giudiziari. Dalla morte di Brandon Lee all'uccisione della tartaruga in ""Cannibal Holocaust""",TRA
2023-01-26,Perché i tank non bastano all’Ucraina (e cosa non abbiamo capito),"La scelta di Germania e Stati Uniti di fornire carriarmati all’Ucraina è positiva, ma i tank che arriveranno sono poche decine, contro le migliaia di tank russi. Inoltre lasciano irrisolte molte debolezze dell’esercito ucraino, come i buchi nella difesa aerea",TRA
2023-01-26,Marc Ruskin L’infiltrato,"Per vent’anni è stato un agente dell’Fbi specializzato nelle operazioni sotto copertura: si è finto boss della mafia, trafficante, operatore finanziario. Ora è in pensione e ha scritto un’autobiografia Leggi",TRA
2023-01-26,"Ho affrontato un trapianto di capelli a basso costo in Turchia, il recupero è stato un'agonia ma lo rifarei senza esitare","Passeresti un anno all'inferno per avere la possibilità di entrare in paradiso? Questa è la scommessa di un trapianto di capelli. La durata dell'intervento chirurgico varia dalle sei alle otto ore. In questo lasso di tempo, è possibile per i calvi sostituire …",TRA
2023-01-26,Gia tăng xuất khẩu lao động và cải thiện thứ hạng về tệ nạn... ‘buôn người’ (p2),"Ngoài Việt Nam còn có Campuchia, Brunei bị xếp vào “loại ba” – loại thấp nhất hay còn gọi là bị đưa vào “danh sách đen” vì tệ nạn “buôn người”...",TRA
2023-01-31,La confetteria storica più antica d'Italia ha costretto i milanesi a rallentare,"A due passi dal Duomo, ha aperto la sua boutique dolce Romanengo, a Genova dal 1780 e a Milano da pochi mesi. Oltre alla sala da tè, anche due spazi per la vendita di confetti e spezie",TRA
2023-01-31,In Namibia è un brutto momento per i rinoceronti,"Nel 2022 i bracconieri ne hanno uccisi 87, quasi il doppio rispetto all'anno precedente",TRA
2023-01-31,Mặt số đồng hồ có bản đồ Việt Nam lập kỷ lục,"Lần đầu tiên mặt số đồng hồ tráng men Cloisonné tạo hình bản đồ Việt Nam, đường kính 19 mm, độ dày 1,1 mm được Vietkings xác lập kỷ lục.",TRA
2023-01-31,Đồng hồ lập kỷ lục có chi tiết bản đồ Việt Nam nhỏ nhất,"Lần đầu tiên mặt số đồng hồ tráng men Cloisonné tạo hình bản đồ Việt Nam, đường kính 19 mm, độ dày 1,1 mm được Vietkings xác lập kỷ lục.",TRA
2023-01-19,Bà Mai Kiều Liên kể về lon sữa bột 'made in Vietnam' đầu tiên,"Nhìn nhà máy ""đắp chiếu"" sau chiến tranh, ít ai ngờ đây sẽ trở thành cái nôi cho thương hiệu sữa bột trẻ em đầu tiên của Việt Nam, người khai sinh là bà Mai Kiều Liên - khi đó mới ngoài 30 tuổi.",TRA
2023-01-19,Larve della farina: via libera dall’Ue alla messa in commercio come alimento,"A partire dal 26 di gennaio le larve del verme della farina potranno essere commercializzate in Europa come nuovo alimento.
L'articolo Larve della farina: via libera dall’Ue alla messa in commercio come alimento proviene da Dissapore.",TRA
2023-01-19,Larve della farina commestibili come nuovo alimento: il via libera dell’Ue dal 26 gennaio,"Le proteine derivanti dagli insetti sarebbero, secondo l’Ue, una valida alternative a quelle animali sia in termini di impatto ambientale che a livello alimentare. Motivo per cui, dopo l’ok ai grilli, arriva il via libera alla commercializzazione delle larve",TRA
2023-01-19,"Cosmetica, 2023 con previsioni di vendite record trainate dall’estero","Il settore dovrebbe raggiungere un fatturato di 14 miliardi di euro in aumento del 7,1% con export a + 9,5%",TRA
2023-01-29,"Zelensky a Sanremo, le “ospitate” del presidente ucraino e il rischio della banalizzazione della realtà","A quasi un anno dall’inizio del conflitto in Ucraina, tutto riguardo a questa guerra appare surreale e mediatico, aggettivi grazie ai quali il grande pubblico non troverà mai il filo di quanto sta accadendo. Nonostante da un anno si combatta lungo i confini d…",TRA
2023-01-29,"BOB DYLAN SULLA GUERRA – ‘’DURANTE LA SECONDA GUERRA MONDIALE, PRIMA DELLE BOMBE SU HIROSHIMA E NAGASAKI, IN UNA SOLA NOTTE, A TOKYO, CENTOMILA UOMINI, DONNE E BAMBINI VENNERO BRUCIATI VIVI SU SUGGERIMENTO DEL MINISTRO DELLA DIFESA ROBERT MCNAMARA. IL GENERALE LEMAY DOVETTE AMMETTERE: ""SE AVESSIMO PERSO, SAREMMO STATI TUTTI PORTATI IN GIUDIZIO COME CRIMINALI DI GUERRA"" - SE QUELLI CHE ELEGGIAMO MANDANO GENTE A MORIRE E NOI NON FACCIAMO NIENTE PER IMPEDIRLO, NON SIAMO FORSE COLPEVOLI ANCHE NOI? E PER VEDERE UN CRIMINALE DI GUERRA DOBBIAMO SOLO GUARDARE ALLO SPECCHIO...”","bob dylan filosofia della canzone moderna WAR - EDWIN STARR Uscita originariamente nell’album War & peace (Gordy 1970) Composta da Norman Whitfield e Barrett Strong   Da “Filosofia della canzone moderna”, di Bob Dylan, ed. Feltrinelli - ESTRATTO   È interessa…",TRA
2023-02-08,Il premio Pulitzer Hersh: “Esplosioni del Nord Stream ordinate e organizzate da Casa Bianca e Cia”. Washington smentisce,"Secondo la ricostruzione del giornalista investigativo statunitense lo scorso giugno sommozzatori della marina Usa, utilizzando un’esercitazione militare della Nato come copertura, hanno piazzato esplosivi lungo gli oleodotti che uniscono le coste russe con q…",TRA
2023-02-08,Enzo Favata in Vietnam per serata dedicata a musica italiana,"Il musicista e compositore sardo Enzo Favata ritorna in Vietnam, quattro anni dopo una tournée di grande successo che lo vide protagonista nel Paese asiatico. (ANSA)",TRA
2023-02-08,Enzo Favata in Vietnam per serata dedicata a musica italiana,"Il musicista e compositore sardo Enzo Favata ritorna in Vietnam, quattro anni dopo una tournée di grande successo che lo vide protagonista nel Paese asiatico. (ANSA)",TRA
2023-02-08,"Prehistoric pathways to Anthropocene adaptation: Evidence from the Red River Delta, Vietnam","Over the past twenty years, government advisory bodies have placed increasing emphasis on the need for adaptive measures in response to the effects of human-induced climate change. Integrated Assessment Models (IAMs), which incorporate macroeconomic and clima…",TRA
2023-02-08,Stati Uniti VS Cina: la nuova frontiera della guerra sono i chip,Tra Washington e Pechino le tensioni sono alle stelle: la “guerra dei chip” potrebbe cambiare per sempre il mondo della tecnologia.,TRA
2023-01-12,Le elezioni che potrebbero decidere la guerra,A marzo del 2024 si terranno le presidenziali in Russia e in Ucraina. Ci vuole davvero molta fantasia per immaginare una sconfitta di Vladimir Putin. Sotto il peso della sua... Leggi,TRA
2023-01-12,"“Perfetti sconosciuti”, “Perfectos Desconocidos”, “Τέλειοι ξένοι”, eccetera eccetera","Il film del 2016 di Paolo Genovese è stato rifatto oltre venti volte in tutto il mondo, un successo unico nel cinema italiano",TRA
2023-01-12,"“Perfetti sconosciuti”, “Perfectos Desconocidos”, “Τέλειοι ξένοι”, eccetera","Il film del 2016 di Paolo Genovese è stato rifatto oltre venti volte in tutto il mondo, un successo unico nel cinema italiano",TRA
2023-01-12,Dove vengono archiviati i dati degli utenti di TikTok?,"TikTok è tra le piattaforme più usate al mondo, sia perché sempre più utenti la scaricano sia perché - una volta scaricata - è quella in cui le persone trascorrono maggior parte del proprio tempo online. Ogni secondo trascorso all'interno di TikTok equivale a…",TRA
2023-01-12,Các nhà báo Mỹ và VN nói gì về lối làm truyền thông của VinFast?,Kevin Williams nói với BBC News Tiếng Việt về sự khác biệt mà ông nhận thấy trong cách làm truyền thông của VinFast.,TRA
2023-01-12,Paolo Bonolis e la nuova edizione di “Avanti un altro!”,"Il conduttore presenta le novità della nuova edizione e ci parla della filosofia con cui affronterà il 2023...
The post Paolo Bonolis e la nuova edizione di “Avanti un altro!” appeared first on TV Sorrisi e Canzoni.",TRA
2023-01-24,"Turismo, Italia regina di ospitalità: Polignano a Mare il luogo più accogliente al mondo",L'undicesima edizione dei Traveller Review Award di Booking.com. La città costiera pugliese segue Matera nell'albo d'oro. Alle strutture italiane oltre il 12 per cento dei riconoscimenti a livello mondiale. Sul podio la taiwanese Hualien e la basca San Sebast…,TRA
2023-01-24,"Tank Abrams, cosa sono i supercarri Usa e perché possono cambiare il corso della guerra - ilmessaggero.it","<ol><li>Tank Abrams, cosa sono i supercarri Usa e perché possono cambiare il corso della guerra  ilmessaggero.it
</li><li>Wsj, Usa verso invio di significativo numero tank Abrams a Kiev - Ultima Ora  Agenzia ANSA
</li><li>Ucraina Russia, ultime notizie sull…",TRA
2023-01-24,15 travel ideas to explore Vietnam’s hidden gems - VnExpress International,"Australia’s Lonely Planet Magazine has recommended 15 top travel experiences to discover the culture, cuisine and the hidden gems of Vietnam.",TRA
2023-01-25,"Guerra Ucraina: Usa verso invio carri armati Abrams, tra i più potenti al mondo - Sky Tg24","<ol><li>Guerra Ucraina: Usa verso invio carri armati Abrams, tra i più potenti al mondo  Sky Tg24 
</li><li>Svolta in Ucraina, Usa e Germania pronte ad inviare i tank - Mondo  Agenzia ANSA
</li><li>Cremlino, 'niente di buono' da fornitura Leopard a Kiev  Ga…",TRA
2023-01-25,"Thay lãnh đạo cấp cao, VN bước vào giai đoạn 'làm ăn cần thận trọng’?",Việc thay lãnh đạo cấp cao như ông Nguyễn Xuân Phúc không ảnh hưởng vĩ mô nhưng khiến việc kinh doanh ở VN 'cần thận trọng hơn' theo một nhà quan sát.,TRA
2023-01-25,"Ford Mustang, la ponycar per tutti",La Ford Mustang viene presentata al New York World's Fair del 1964. Il mito della Pony Car per eccellenza nasce in quell'occasione e continua ancora,TRA
2023-01-25,"Industria: comparto Home oltre 158 mld, export Italia +11,2%","Il commercio mondiale del comparto Home ha confermato la performance favorevole del 2021 (+24.5%) e, in base a dati disponibili, dovrebbe segnare per il consuntivo 2022 un valore di 158,1 miliardi di euro, il doppio di 10 anni fa quando era a 68 miliardi. (AN…",TRA
2023-02-04,Bosch: nel 2023 la produzione auto andrà a bassa velocità,"La compagnia tedesca stima per il 2023 un leggero aumento della produzione automobilistica globale, a 86 milioni di unità, dopo gli 85 milioni dello scorso anno. Tuttavia, anche quest'anno si caratterizzerà per la carenza di chip e semiconduttori",TRA
2023-02-04,"Karl Marlantes, cronache dal mio Vietnam","Errori e orrori di guerra, ma anche spirito di corpo. In libreria per Solferino, «Matterhorn» il romanzo dello scrittore americano che combattè per un anno come ufficiale dei Marines",TRA
2023-01-22,Il capodanno cinese senza restrizioni in Cina,"Con la fine della strategia “zero Covid”, milioni di cinesi hanno potuto partecipare ai festeggiamenti, ma l'ondata di coronavirus nel paese non è ancora finita",TRA
2023-01-22,Apple a Čína aneb 13. komnata kalifornského giganta v kostce,"Designed in California, made in China, stojí na obalech řady výrobků od Applu. Výroba jablečných produktů v Číně je již řadu let hojně probíranou záležitostí, která je z mnoha důvodů problematická. Pro firmu byl proces výroby v Číně dlouhodobě velmi výhodnou …",TRA
2023-01-22,"Mercedes-Benz Classe G, il giro del mondo di ""Otto""","Gunther Holtorf ha viaggiato per 26 anni insieme alla sua Mercedes Classe G in 215 Paesi diversi, macinando quasi 900.000 chilometri di strada",TRA
2023-01-27,I film premiati agli Oscar non hanno più il successo di una volta,"I vincitori delle categorie più importanti erano spesso quelli che incassavano di più, ora hanno un pubblico piuttosto piccolo",TRA
2023-01-27,Sony Future Filmmaker Awards 2023 - Annunciata la shortlist della prima edizione,"Le candidature sono state raccolte nel periodo dal 26 luglio al 13 dicembre 2022, riscuotendo un grande successo, con più di 4.000 cortometraggi inviati alla giuria per un totale di 3000 filmmaker provenienti da 140 paesi: ecco i 30 migliori cortometraggi dei…",TRA
2023-01-27,Homi detta i nuovi canoni del lifestyle,Padiglioni di Fiera Milano affollati di visitatori e buyer italiani e stranieri per l'evento dedicato all'home décor in corso fino al 26 gennaio. Assegnato il il Sustenaible Award by Kiki Lab per il miglior progetto sostenibile,TRA
2023-01-27,Gia tăng xuất khẩu lao động và cải thiện thứ hạng về tệ nạn... ‘buôn người’ (p3),Báo cáo TIP 2022 cho thấy cộng đồng quốc tế nói chung và Mỹ nói riêng quan tâm đến vấn nạn buôn người như thế nào và cố gắng giải quyết tệ nạn đó ra sao.,TRA
2023-01-21,"Bce, ecco perché nonostante i rialzi resta accomodante. La lezione degli anni Settanta e il monito ai politici",Malgrado gli aumenti degli ultimi mesi l'Eurotower rimane una delle banche centrali con i tassi di interesse nominali e reali più bassi al mondo. Ciò testimonia la prudenza con cui fino ad ora si è mossa. Il rischio dei decenni passati è che le aspettative in…,TRA
2023-01-21,Cosa possiamo imparare dagli impatti dei cambiamenti climatici del passato?,"Un nuovo studio, guidato dalla professoressa Gwen Robbins Schug dell’UNC Greensboro, ripercorre l’impatto dei rapidi cambiamenti climatici sull’uomo negli ultimi 5.000 anni e offre lezioni per i responsabili politici di oggi. La meta-analisi di circa un decen…",TRA
2023-01-21,"LA PACE SI ALLONTANA – LA GUERRA IN UCRAINA È ENTRATA UFFICIALMENTE IN UNA FASE DI STALLO, CHE DURERÀ FINO ALLA PRIMAVERA: KIEV ATTENDE LE NUOVE ARMI DALL’OCCIDENTE, RACCOGLIE LE DISPOSIZIONI AMERICANE (ARRIVATE VIA CIA) E SPERA CHE I TEDESCHI FORNISCANO I CARRI ARMATI LEOPARD, MENTRE PUTIN SI PREPARA A UNA NUOVA MOBILITAZIONE – ORMAI È CHIARO A TUTTI CHE SARÀ DIFFICILE CHE LA SITUAZIONE SI RISOLVA NEL 2023: IL CONFLITTO SARÀ MOLTO PIÙ LUNGO DEL PREVISTO E RISCHIA DI SPACCARE ANCORA DI PIÙ L’OPINIONE PUBBLICA DEI PAESI NATO, CHE INIZIANO A STUFARSI DEI SACRIFICI RICHIESTI DAL SOSTEGNO A ZELENSKY…","1. 007 GB, IN UCRAINA CONFLITTO IN UNA SITUAZIONE DI STALLO PUTIN ZELENSKY (ANSA) - Secondo l'intelligence del Ministero della Difesa britannico, negli ultimi giorni i combattimenti più intensi si sono concentrati in tre settori. Nel nord-est, vicino a Kremin…",TRA
2023-01-21,Tutti i principali film di Netflix in uscita nel 2023,"Buone notizia, i film Netflix in uscita questo 2023 sono così tanti da riempire quasi tutte i weekend dell'anno, permettendoci di pianificare in anticipo le scuse per non uscire di casa.

Sono ben 49 i nuovi titoli che scorreranno sui nostri piccoli schermi …",TRA
2023-01-18,Người dùng chuộng thanh toán online,"Nhiều người chọn mua sắm, thanh toán với thẻ tín dụng VIB để hưởng bộ ba ưu đãi từ sàn thương mại điện tử, gian hàng và nhà băng.",TRA
2023-01-18,Roma prima città al mondo per il cibo: i viaggiatori premiano di Tripadvisor premiano la capitale,"Quarto posto come meta più popolare al mondo, seconda a livello europeo: Tripadvisor Travelers Choice valuta le destinazioni, le cose da fare, gli hotel e i ristoranti di tutto il mondo in base alle recensioni dei 12 mesi precedenti. Gualtieri: ""Città unica""",TRA
2023-02-10,"I palloni cinesi sono in giro da un pezzo, dicono gli Stati Uniti",I servizi di intelligence e il Pentagono stanno informando alleati e partner di operazioni di sorveglianza avvenute in altri paesi,TRA
2023-02-10,"Sace, obiettivo 650 miliardi per l’export targato made in Italy",Il gruppo che assicura le imprese italiane sui mercati internazionali ha presentato la Mappa dei Rischi 2023. L’ad Ricci:«Sostenibilità e transizione priorità su cui investire per costruire la crescita. L’Italia è tra i primi 10 Paesi esportatori al mondo»,TRA
2023-02-10,Il Seiko 5 Sports è il miglior orologio da cui iniziare la tua collezione,Ci sono diversi motivi per cui una persona può decidere di intraprendere il viaggio nel collezionismo di orologi. Qualcuno cerca modelli alla moda da abbinare ai propri outfit migliori. Altri vogliono investire in un bene destinato a crescere in valore e pres…,TRA
2023-02-10,Pane con farina di grilli. E lo chef pluripremiato viene insultato sui social,Piovono insulti sul giovane chef del pane Enrico Murdocco dopo il suo annuncio di voler produrre pane e grissini a base di farina di grilli,TRA
2023-02-10,"CI VOLEVA UN PREMIO PULITZER PER SVELARE IL SEGRETO DI PULCINELLA: IL NORD STREAM È STATO SABOTATO DAGLI AMERICANI – IL REPORTER SEYMOUR HERSH HA PUBBLICATO UN'INCHIESTA PER SPIEGARE IN CHE MODO LA CIA, DURANTE UN'ESERCITAZIONE NATO, ABBIA PIAZZATO ESPLOSIVO LUNGO IL GASDOTTO CHE CONNETTE LA RUSSIA ALLA GERMANIA - UNA MOSSA DECISA DA BIDEN PER BLOCCARE UNA DELLE MAGGIORI FONTI DI ENTRARE PER IL CREMLINO – OLAF SCHOLZ, IN VISITA A WASHINGTON IL 7 FEBBRAIO 2022, FU AVVISATO IN ANTICIPO DELL'OPERAZIONE, COMPIUTA POI CON L'AIUTO DELLA NORVEGIA IL 26 SETTEMBRE SCORSO","1 – IL PREMIO PULITZER HERSH ACCUSA: «NORD STREAM DISTRUTTO DAGLI USA» Estratto dell'articolo di Valerio Benedetti per “La Verità”   gasdotto nord stream danneggiato 5 Per mesi si è sostenuto che il sabotaggio del Nord Stream, avvenuto lo scorso 26 settembre,…",TRA
2023-01-15,La Yamaha XT 250 e la fuga con Rambo,"L'agile moto con cui l'eroe cinematografico sfuggì alla polizia è diventata nel tempo un classico a sua volta, ma nel celebre film di inizio anni '80 aveva una voce tutt'altro che genuina",TRA
2023-01-23,Thẻ tín dụng VIB Travel Elite nhiều ưu đãi dịp Tết,"Thẻ VIB Travel Elite giúp tích lũy dặm thưởng, đặc quyền phòng chờ thương gia với ưu đãi đến 40%, hoàn 999.000 đồng cho giao dịch sớm nhất mỗi ngày.",TRA
2023-01-23,"“IL RISCHIO AUTORITARISMO? MA FIGURATI. POTEVA PENSARLO SOLO CHI HA IMPOSTATO LA SCIAGURATA CAMPAGNA ELETTORALE DI LETTA” – MASSIMO CACCIARI MENA SUL PD: “NON VEDO NULLA CHE POSSA FAR PREVEDERE UN RILANCIO DI QUEL PARTITO. ORMAI SONO SOLO RIVALITÀ PERSONALI” – “SE IL PD NON SI RIFONDA E NON TROVA UN ACCORDO CON I CINQUE STELLE, NON CI SARÀ PARTITA” – L’ELOGIO A NORDIO, LA GUERRA IN UCRAINA E IL CONSIGLIO ALLA MELONI: “SE VUOI GOVERNARE, LASCIA PERDERE PRESIDENZIALISMO E AUTONOMIA…”","massimo cacciari a cartabianca Estratto dell'articolo di Federico Novella per “La Verità”   […] Il filosofo Massimo Cacciari parla a tutto campo: dall’Ucraina all’ideologia green, dalle grandi riforme allo studio in Italia, fino alle polemiche sugli strascich…",TRA
2023-01-23,Lương nhân sự trung cao cấp khả năng tăng 5-25% năm nay,Khảo sát của một số hãng tuyển dụng cho biết lao động trung và cao cấp có thể nhận cơ hội tăng lương từ 5% đến 25% năm nay.,TRA
2023-01-23,Università Bari inaugura anno accademico nel segno della pace,"Le guerre in corso nel mondo, i tanti conflitti dimenticati e il ruolo della conoscenza e quindi delle Università per far crescere nelle coscienze dei giovani il desiderio e la necessità della pace. (ANSA)",TRA
2023-01-14,"Il nuovo Rushdie, Veronesi e Zeller, il Vietnam di Marlantes: «la Lettura» è in edicola e App","Nell’inserto in edicola e App, l’anticipazione di «Victory City» dell’autore anglo-indiano; il dialogo tra lo scrittore due volte premio Strega e il regista francese; un testo del romanziere ex marine (con un extra in digitale)",TRA
2023-01-14,Il generale Kellogg: «Il destino della guerra si decide in primavera»,"Secondo il generale, ex consigliere per la sicurezza americana, quella di Soledar è una vittoria importante per i russi ma non segna un’inversione di tendenza",TRA
2023-01-14,"Treviso, cerca il padre e lo trova negli Usa: «Mi dissero che era morto, ora parliamo tutti i giorni»","Michela Bayou, cantante e pittrice: «Era un soldato, pensavo fosse morto in Vietnam. La prima volta che abbiamo parlato ha detto “Aspettavo la tua chiamata da tutta la vita”, Voglio raggiungerlo in Ohio e ho lanciato una raccolta fondi per organizzare il viag…",TRA
2023-02-07,SCB bị điều tra vì ‘biến gửi tiết kiệm thành mua bảo hiểm’,"Ngân hàng SCB, vốn bị tố cáo dụ dỗ khách hàng gửi tiết kiệm sang mua trái phiếu, đang bị điều tra sau khi có đơn tố cáo họ biến tiền gửi tiết kiệm của người dân thành hợp đồng mua bảo hiểm, báo chí trong nước đưa tin.",TRA
2023-01-11,Il furgone più famoso? Quello dell’A-Team,"Per i bambini degli anni '80, quel furgone nero con la striscia rossa è il simbolo di una delle serie più strane e divertenti dell'epoca. La storia di come questo strumento di lavoro sia diventato una delle auto più famose al mondo è davvero particolare",TRA
2023-02-11,"BRICS, anche l'Egitto nella lista dei candidati","L'Egitto è entrato a far parte dell'elenco dei paesi che aspirano a diventare membri BRICS, ha detto a Sputnik l'ambasciatore russo in Egitto Georgiy Borisenko.",TRA
2023-01-13,The Sympathizer: Robert Downey Jr. irriconoscibile nella serie di Park Chan-wook!,"Dalle prime foto trapelate dal set vediamo che l'attore ha un trucco che lo rende completamente irriconoscibile.Mentre questa estate lo vedremo nell'attesissimo Oppenheimer di Christopher Nolan, in questi giorni Robert Downey Jr. si trova sul set di The Sympa…",TRA
2023-01-18,AFC On The Road - Vietnam,Vietnam is the key beneficiary in Asia of shifting supply chains. Tourism should make a strong comeback in 2023 as China re-opens.,VRE
2023-01-11,Những công nhân xa quê trên chuyến bay đoàn viên,"Chuyến bay của Vietnam Airlines cất cánh hôm 9/1 đưa hàng trăm lao động nghèo, nhiều năm không về quê, thậm chí chưa từng đi máy bay, đoàn viên cùng gia đình dịp Tết.",VIC
2023-01-11,Gỗ Trường Thành vào top 500 doanh nghiệp tư nhân lớn nhất Việt Nam,Tập đoàn Kỹ nghệ Gỗ Trường Thành (TTF) vào Top 500 doanh nghiệp tư nhân lớn nhất Việt Nam nhờ linh hoạt thích nghi với bối cảnh kinh doanh mới.,VIC
2023-01-11,Dấu ấn của kinh tế tư nhân trong lĩnh vực hạ tầng,"Nhiều doanh nghiệp tư nhân để lại dấu ấn ở những lĩnh vực mà vốn trước đây chỉ nhà nước đầu tư như xây dựng sân bay, cao tốc, cảng tàu khách quốc tế…",VIC
2023-01-11,BOE - Nhà cung ứng của Apple và Samsung muốn xây nhà máy ở Việt Nam,"Đối tác cung ứng màn hình cho cả 2 gã khổng lồ điện tử thế giới Apple và Samsung - BOE Technology Group lên kế hoạch triển khai xây dựng nhà máy mới tại Việt Nam, theo hãng tin Reuters.",VIC
2023-01-21,Ban Mai - cô bé mắc chứng khó đọc thành hoa hậu,"Ban Mai từng là cô bé mắc chứng khó đọc, vươn lên thành sinh viên xuất sắc, thực hiện nhiều dự án cộng đồng khi đăng quang Miss Peace Vietnam.",VIC
2023-01-21,Deaths on Location: How the ‘Twilight Zone’ and ‘Midnight Rider’ Tragedies May Influence ‘Rust’ Prosecution,"On the evening of July 23, 1982, “Animal House” director John Landis was filming a tricky nighttime helicopter scene for “Twilight Zone: The Movie.” The wide-open spaces of Indian Dunes, now part of Santa Clarita, Calif., were standing in for Vietnam, and the…",VIC
2023-01-21,Cổ phiếu Hòa Phát hút tiền nhà đầu tư ngoại,Giá chạm đáy hai năm trong khi triển vọng tăng trưởng dài hạn tích cực giúp HPG hút mạnh vốn của các quỹ đầu tư nước ngoài từ tháng 11 năm ngoái đến nay.,VIC
2023-01-21,H'Hen Niê: 'Tôi trải qua một năm kỳ diệu',"Hoa hậu H'Hen Niê nói có một năm hoạt động tích cực, thử sức với vai trò mới như đóng phim, làm giám khảo cho các cuộc thi nhan sắc.",VIC
2023-01-21,Táo quân 2023: Tiếng cười nhẹ nhàng,"Chương trình Táo quân 2023 giảm tính đả kích, tạo tiếng cười nhẹ nhàng khi mô phỏng các sân chơi nhan sắc dưới hạ giới.",VIC
2023-01-21,Mai Ngô giúp mẹ bán hoa Tết,TP HCM- Á hậu Mai Ngô cùng em gái phụ mẹ bán hoa những ngày giáp Tết Quý Mão.,VIC
2023-01-21,Deaths on Location: How the ‘Twilight Zone’ and ‘Midnight Rider’ Tragedies May Influence ‘Rust’ Prosecution,"On the evening of July 23, 1982, “Animal House” director John Landis was filming a tricky nighttime helicopter scene for “Twilight Zone: The Movie.” The wide-open spaces of Indian Dunes, now part of Santa Clarita, Calif., were standing in for Vietnam, and the…",VIC
2023-02-06,Bamboo Airways và BAA Training Vietnam hợp tác đào tạo phi công MPL,"Chương trình dự kiến đào tạo 100 học viên phi công cơ bản trong 3 năm, đem đến cơ hội làm việc tại hãng hàng không Bamboo Airways.",VIC
2023-02-06,Hàng không năm 2022 - bay nhiều vẫn lỗ,"Du lịch phục hồi nhưng năm 2022, Vietnam Airlines, Vietjet vẫn chịu nhiều khó khăn, trong khi các doanh nghiệp phụ trợ đã lãi lớn trở lại.",VIC
2023-02-06,USCIRF tiếp tục kêu gọi trả tự do cho ông Nguyễn Bắc Truyển,"Ủy ban Tự do Tôn giáo Quốc tế của Hoa Kỳ (USCIRF) vừa kêu gọi chính quyền Việt Nam trả tự do cho tù nhân lương tâm tôn giáo Nguyễn Bắc Truyển, người đang thụ án 11 năm tù với cáo buộc “Hoạt động nhằm lật đổ chính quyền nhân dân”.",VIC
2023-02-06,Đạo đức trong Influencer Marketing: Minh bạch trong thông tin tài trợ là yếu tố quan trọng nhất,"Trong nhiều năm qua, Influencer Marketing đã trở thành một hình thức marketing chủ chốt trong việc kết nối thương hiệu với người dùng. Theo Forbes, chỉ tính ...| Advertising Vietnam",VIC
2023-01-19,Khách mời bàn về thăng trầm của điện ảnh Việt,"Charlie Nguyễn, Bình Bồng Bột... cùng các khách mời bàn về thăng trầm của điện ảnh Việt năm qua trong ""Vietnam Cinema 2022"", phát sóng 12h ngày 22/1 trên K+Cine.",VIC
2023-01-19,Khách mời Vietnam Cinema bàn về thăng trầm của điện ảnh Việt,"Charlie Nguyễn, Bình Bồng Bột... cùng các khách mời bàn về thăng trầm của điện ảnh Việt năm qua trong ""Vietnam Cinema 2022"", phát sóng 12h ngày 22/1 trên K+Cine.",VIC
2023-01-19,Sacombank nhận hai giải thưởng về thương hiệu,Sacombank nhận giải thưởng Thương hiệu Vàng TP HCM năm 2022 và Top 50 Doanh nghiệp Xuất sắc nhất Việt Nam năm 2022.,VIC
2023-01-19,Đại sứ Anh Iain Frew: 'Tôi hoà mình vào truyền thống Tết của Việt Nam',Đại sứ Anh gửi lời chúc mừng năm mới bằng tiếng Việt tới độc giả của BBC News.,VIC
2023-01-19,Biển Đông có yên tĩnh không?,"Khi giới thiệu Thư chúc Tết của ông Tập Cận Bình gửi ông Trọng với thiên hạ, Trung Quốc cho biết, ông Bình đã nhắn ông Trọng là... Trung Quốc và Việt Nam có chung tương lai...",VIC
2023-01-12,"[QC] Thực hư lời đồn robot hút bụi “toàn năng, đột phá” của 2 siêu phẩm nhà Ecovacs","Tích hợp thêm nhiều chức năng thông minh, đột phá về công nghệ, Deebot X1 OMNI và Deebot X1 TURBO được rất nhiều người dùng đánh giá cao bởi thực sự trở thành trợ thủ đắc lực của mỗi gia đình.
 
Là thương hiệu chuyên sâu về robot hút bụi…",VIC
2023-01-12,Bảy nỗi sợ,"Tôi vừa tiễn một đoàn khách Pháp 10 người, đi du thuyền Hạ Long tham quan hai ngày một đêm.",VIC
2023-01-12,7 nỗi sợ của du khách,"Tôi vừa tiễn một đoàn khách Pháp 10 người, đi du thuyền Hạ Long tham quan hai ngày một đêm.",VIC
2023-01-12,Ngọc Châu catwalk kiểu 'hoa sen' ở bán kết Miss Universe,"Mỹ- Người đẹp diện đầm dạ hội của Chung Thanh Phong, thực hiện phong cách catwalk cảm hứng hoa sen ở bán kết Miss Universe 2022.",VIC
