,date,title,description,stock_group,combine,full_labels
697,17/01/2023,"‘hồng phúc’ từ những... ‘chị’... trang, ‘anh’ triết,... dẫu cha, chú của các “anh”, các “chị” như “anh” triết, “anh” nghị, “anh” anh, “chị” trang... không thể trả lời câu hỏi làm sao và lúc nào công cuộc xây dựng cnxh ở việt nam hoàn tất song họ... dẫu cha, chú của các “anh”, các “chị” như “anh” triết, “anh” nghị, “anh” anh, “chị” trang... không thể trả lời câu hỏi làm sao và lúc nào công cuộc xây dựng cnxh ở việt nam hoàn tất song họ...","dẫu cha, chú của các “anh”, các “chị” như “anh” triết, “anh” nghị, “anh” anh, “chị” trang... không thể trả lời câu hỏi làm sao và lúc nào công cuộc xây dựng cnxh ở việt nam hoàn tất song họ...",HNG,"‘hồng phúc’ từ những... ‘chị’... trang, ‘anh’ triết,... dẫu cha, chú của các “anh”, các “chị” như “anh” triết, “anh” nghị, “anh” anh, “chị” trang... không thể trả lời câu hỏi làm sao và lúc nào công cuộc xây dựng cnxh ở việt nam hoàn tất song họ... dẫu cha, chú của các “anh”, các “chị” như “anh” triết, “anh” nghị, “anh” anh, “chị” trang... không thể trả lời câu hỏi làm sao và lúc nào công cuộc xây dựng cnxh ở việt nam hoàn tất song họ...",2
698,17/01/2023,"trải nghiệm ăn tết trên máy bay vietnam airlines hà nội (sputnik) - từ nay đến 22/1, hành khách vietnam airlines, trên các chuyến bay quốc tế từ việt nam đi châu âu, mỹ, australia và các chuyến bay nội địa có thời gian bay trên 2 tiếng, sẽ được thưởng thức các món ăn đậm truyền thống trên các chuyến bay của… hà nội (sputnik) - từ nay đến 22/1, hành khách vietnam airlines, trên các chuyến bay quốc tế từ việt nam đi châu âu, mỹ, australia và các chuyến bay nội địa có thời gian bay trên 2 tiếng, sẽ được thưởng thức các món ăn đậm truyền thống trên các chuyến bay của…","hà nội (sputnik) - từ nay đến 22/1, hành khách vietnam airlines, trên các chuyến bay quốc tế từ việt nam đi châu âu, mỹ, australia và các chuyến bay nội địa có thời gian bay trên 2 tiếng, sẽ được thưởng thức các món ăn đậm truyền thống trên các chuyến bay của…",HNG,"trải nghiệm ăn tết trên máy bay vietnam airlines hà nội (sputnik) - từ nay đến 22/1, hành khách vietnam airlines, trên các chuyến bay quốc tế từ việt nam đi châu âu, mỹ, australia và các chuyến bay nội địa có thời gian bay trên 2 tiếng, sẽ được thưởng thức các món ăn đậm truyền thống trên các chuyến bay của… hà nội (sputnik) - từ nay đến 22/1, hành khách vietnam airlines, trên các chuyến bay quốc tế từ việt nam đi châu âu, mỹ, australia và các chuyến bay nội địa có thời gian bay trên 2 tiếng, sẽ được thưởng thức các món ăn đậm truyền thống trên các chuyến bay của…",2
699,26/01/2023,"gia tăng xuất khẩu lao động và cải thiện thứ hạng về tệ nạn... ‘buôn người’ (p2) ngoài việt nam còn có campuchia, brunei bị xếp vào “loại ba” – loại thấp nhất hay còn gọi là bị đưa vào “danh sách đen” vì tệ nạn “buôn người”... ngoài việt nam còn có campuchia, brunei bị xếp vào “loại ba” – loại thấp nhất hay còn gọi là bị đưa vào “danh sách đen” vì tệ nạn “buôn người”...","ngoài việt nam còn có campuchia, brunei bị xếp vào “loại ba” – loại thấp nhất hay còn gọi là bị đưa vào “danh sách đen” vì tệ nạn “buôn người”...",HNG,"gia tăng xuất khẩu lao động và cải thiện thứ hạng về tệ nạn... ‘buôn người’ (p2) ngoài việt nam còn có campuchia, brunei bị xếp vào “loại ba” – loại thấp nhất hay còn gọi là bị đưa vào “danh sách đen” vì tệ nạn “buôn người”... ngoài việt nam còn có campuchia, brunei bị xếp vào “loại ba” – loại thấp nhất hay còn gọi là bị đưa vào “danh sách đen” vì tệ nạn “buôn người”...",1
700,26/01/2023,"xu hướng marketing “neo giữ” ký ức: khi người tiêu dùng có xu hướng tìm về những giá trị tích cực trong quá khứ trong một thế giới đầy “hỗn loạn”, người tiêu dùng có xu hướng tìm về những cảm giác an toàn và dễ chịu thông qua việc nhớ lại những trải nghiệm hạnh phúc tr...| advertising vietnam trong một thế giới đầy “hỗn loạn”, người tiêu dùng có xu hướng tìm về những cảm giác an toàn và dễ chịu thông qua việc nhớ lại những trải nghiệm hạnh phúc tr...| advertising vietnam","trong một thế giới đầy “hỗn loạn”, người tiêu dùng có xu hướng tìm về những cảm giác an toàn và dễ chịu thông qua việc nhớ lại những trải nghiệm hạnh phúc tr...| advertising vietnam",HNG,"xu hướng marketing “neo giữ” ký ức: khi người tiêu dùng có xu hướng tìm về những giá trị tích cực trong quá khứ trong một thế giới đầy “hỗn loạn”, người tiêu dùng có xu hướng tìm về những cảm giác an toàn và dễ chịu thông qua việc nhớ lại những trải nghiệm hạnh phúc tr...| advertising vietnam trong một thế giới đầy “hỗn loạn”, người tiêu dùng có xu hướng tìm về những cảm giác an toàn và dễ chịu thông qua việc nhớ lại những trải nghiệm hạnh phúc tr...| advertising vietnam",2
701,26/01/2023,"sống trong nhà thông minh hà nội- thiết bị thông minh cho phép anh minh điều khiển mọi thứ trong nhà từ bật công tắc điện hay mở cửa, máy lạnh... ngay cả khi gia chủ đi vắng. hà nội- thiết bị thông minh cho phép anh minh điều khiển mọi thứ trong nhà từ bật công tắc điện hay mở cửa, máy lạnh... ngay cả khi gia chủ đi vắng.","hà nội- thiết bị thông minh cho phép anh minh điều khiển mọi thứ trong nhà từ bật công tắc điện hay mở cửa, máy lạnh... ngay cả khi gia chủ đi vắng.",HNG,"sống trong nhà thông minh hà nội- thiết bị thông minh cho phép anh minh điều khiển mọi thứ trong nhà từ bật công tắc điện hay mở cửa, máy lạnh... ngay cả khi gia chủ đi vắng. hà nội- thiết bị thông minh cho phép anh minh điều khiển mọi thứ trong nhà từ bật công tắc điện hay mở cửa, máy lạnh... ngay cả khi gia chủ đi vắng.",2
702,08/02/2023,"nửa thế kỷ cải tạo làm cạn kiệt tài nguyên một đbscl đang chết dần kế hoạch phát triển nào thì cũng phải tính tới cái giá môi sinh phải trả – environmental costs, đối với sức khỏe của người dân và cả trên nguồn tài nguyên lâu dài của đất nước. kế hoạch phát triển nào thì cũng phải tính tới cái giá môi sinh phải trả – environmental costs, đối với sức khỏe của người dân và cả trên nguồn tài nguyên lâu dài của đất nước.","kế hoạch phát triển nào thì cũng phải tính tới cái giá môi sinh phải trả – environmental costs, đối với sức khỏe của người dân và cả trên nguồn tài nguyên lâu dài của đất nước.",HNG,"nửa thế kỷ cải tạo làm cạn kiệt tài nguyên một đbscl đang chết dần kế hoạch phát triển nào thì cũng phải tính tới cái giá môi sinh phải trả – environmental costs, đối với sức khỏe của người dân và cả trên nguồn tài nguyên lâu dài của đất nước. kế hoạch phát triển nào thì cũng phải tính tới cái giá môi sinh phải trả – environmental costs, đối với sức khỏe của người dân và cả trên nguồn tài nguyên lâu dài của đất nước.",2
703,24/01/2023,"nhu cầu về các sản phẩm ""made in vietnam"" đang chậm lại vinacapital cho rằng, tăng trưởng gdp của việt nam sẽ giảm xuống còn 6% trong năm 2023 và nhu cầu về các sản phẩm ""made in vietnam"" đang chậm lại. vinacapital cho rằng, tăng trưởng gdp của việt nam sẽ giảm xuống còn 6% trong năm 2023 và nhu cầu về các sản phẩm ""made in vietnam"" đang chậm lại.","vinacapital cho rằng, tăng trưởng gdp của việt nam sẽ giảm xuống còn 6% trong năm 2023 và nhu cầu về các sản phẩm ""made in vietnam"" đang chậm lại.",HNG,"nhu cầu về các sản phẩm ""made in vietnam"" đang chậm lại vinacapital cho rằng, tăng trưởng gdp của việt nam sẽ giảm xuống còn 6% trong năm 2023 và nhu cầu về các sản phẩm ""made in vietnam"" đang chậm lại. vinacapital cho rằng, tăng trưởng gdp của việt nam sẽ giảm xuống còn 6% trong năm 2023 và nhu cầu về các sản phẩm ""made in vietnam"" đang chậm lại.",1
704,01/02/2023,"the clinical laboratories market in vietnam is expected to generate ~$560 mn owing to rise in diseases, growth in health-tech startups and rise of new technologies: ken research vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital ... vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital ...",vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital ...,MEC,"the clinical laboratories market in vietnam is expected to generate ~$560 mn owing to rise in diseases, growth in health-tech startups and rise of new technologies: ken research vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital ... vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital ...",2
705,01/02/2023,"the clinical laboratories market in vietnam is expected to generate ~$560 mn owing to rise in diseases, growth in health-tech startups and rise of new technologies: ken research gurugram, india, feb. 1, 2023 /prnewswire/ -- vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital chains. the clinical laboratories market in the vietnam … gurugram, india, feb. 1, 2023 /prnewswire/ -- vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital chains. the clinical laboratories market in the vietnam …","gurugram, india, feb. 1, 2023 /prnewswire/ -- vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital chains. the clinical laboratories market in the vietnam …",MEC,"the clinical laboratories market in vietnam is expected to generate ~$560 mn owing to rise in diseases, growth in health-tech startups and rise of new technologies: ken research gurugram, india, feb. 1, 2023 /prnewswire/ -- vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital chains. the clinical laboratories market in the vietnam … gurugram, india, feb. 1, 2023 /prnewswire/ -- vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital chains. the clinical laboratories market in the vietnam …",2
706,01/02/2023,"the clinical laboratories market in vietnam is expected to generate ~$560 mn owing to rise in diseases, growth in health-tech startups and rise of new technologies: ken research gurugram, india, feb. 1, 2023 /prnewswire/ -- vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital chains. the clinical laboratories market in the vietnam … gurugram, india, feb. 1, 2023 /prnewswire/ -- vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital chains. the clinical laboratories market in the vietnam …","gurugram, india, feb. 1, 2023 /prnewswire/ -- vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital chains. the clinical laboratories market in the vietnam …",MEC,"the clinical laboratories market in vietnam is expected to generate ~$560 mn owing to rise in diseases, growth in health-tech startups and rise of new technologies: ken research gurugram, india, feb. 1, 2023 /prnewswire/ -- vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital chains. the clinical laboratories market in the vietnam … gurugram, india, feb. 1, 2023 /prnewswire/ -- vietnam clinical laboratories market is at growing stage and has moderately fragmented market with about 10-12 organized lab chains and 7-8 private hospital chains. the clinical laboratories market in the vietnam …",2
707,06/02/2023,"opinión | ¿se justifica la euforia por la posible relocalización de empresas de china en méxico? está de moda la idea de la relocalización de empresas de china en otras regiones del mundo. el llamado nearshoring, o friendshoring, o incluso allyshoring, ha seducido a empresarios, analistas, bancos, instituciones financieras internacionales y gobiernos. se… está de moda la idea de la relocalización de empresas de china en otras regiones del mundo. el llamado nearshoring, o friendshoring, o incluso allyshoring, ha seducido a empresarios, analistas, bancos, instituciones financieras internacionales y gobiernos. se…","está de moda la idea de la relocalización de empresas de china en otras regiones del mundo. el llamado nearshoring, o friendshoring, o incluso allyshoring, ha seducido a empresarios, analistas, bancos, instituciones financieras internacionales y gobiernos. se…",MEC,"opinión | ¿se justifica la euforia por la posible relocalización de empresas de china en méxico? está de moda la idea de la relocalización de empresas de china en otras regiones del mundo. el llamado nearshoring, o friendshoring, o incluso allyshoring, ha seducido a empresarios, analistas, bancos, instituciones financieras internacionales y gobiernos. se… está de moda la idea de la relocalización de empresas de china en otras regiones del mundo. el llamado nearshoring, o friendshoring, o incluso allyshoring, ha seducido a empresarios, analistas, bancos, instituciones financieras internacionales y gobiernos. se…",2
708,02/02/2023,"cinco años cruciales para méxico en la carrera por la electromovilidad las empresas alemanas relocalizan su producción a méxico con miras a la electromovilidad. sin embargo, hay algunos problemas estructurales que el país tiene que resolver rápidamente, advierten expertos. méxico espera ser uno de los grandes ganadores de la com… las empresas alemanas relocalizan su producción a méxico con miras a la electromovilidad. sin embargo, hay algunos problemas estructurales que el país tiene que resolver rápidamente, advierten expertos. méxico espera ser uno de los grandes ganadores de la com…","las empresas alemanas relocalizan su producción a méxico con miras a la electromovilidad. sin embargo, hay algunos problemas estructurales que el país tiene que resolver rápidamente, advierten expertos. méxico espera ser uno de los grandes ganadores de la com…",MEC,"cinco años cruciales para méxico en la carrera por la electromovilidad las empresas alemanas relocalizan su producción a méxico con miras a la electromovilidad. sin embargo, hay algunos problemas estructurales que el país tiene que resolver rápidamente, advierten expertos. méxico espera ser uno de los grandes ganadores de la com… las empresas alemanas relocalizan su producción a méxico con miras a la electromovilidad. sin embargo, hay algunos problemas estructurales que el país tiene que resolver rápidamente, advierten expertos. méxico espera ser uno de los grandes ganadores de la com…",2
709,09/02/2023,"aerial work platform (awp) market projected to hit usd 17.26 billion at a 9.1% cagr by 2030 - report by exactitude consultancy increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel... increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel...","increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel...",MEC,"aerial work platform (awp) market projected to hit usd 17.26 billion at a 9.1% cagr by 2030 - report by exactitude consultancy increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel... increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel...",3
710,09/02/2023,"aerial work platform (awp) market projected to hit usd 17.26 billion at a 9.1% cagr by 2030 - report by exactitude consultancy increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel the demand for aerial work platforms (awps) during the forecast period increase in government investment… increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel the demand for aerial work platforms (awps) during the forecast period increase in government investment…","increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel the demand for aerial work platforms (awps) during the forecast period increase in government investment…",MEC,"aerial work platform (awp) market projected to hit usd 17.26 billion at a 9.1% cagr by 2030 - report by exactitude consultancy increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel the demand for aerial work platforms (awps) during the forecast period increase in government investment… increase in government investments in construction of residential buildings, commercial complexes, and public transport infrastructure is expected to fuel the demand for aerial work platforms (awps) during the forecast period increase in government investment…",3
711,27/01/2023,"rights group names countries, companies propping up myanmar junta myanmar's ruling junta is getting support from more than 60 foreign governments and international organizations including united nations entities, according to a study by the group justice for myanmar, which monitors human rights violations in the southeast a… myanmar's ruling junta is getting support from more than 60 foreign governments and international organizations including united nations entities, according to a study by the group justice for myanmar, which monitors human rights violations in the southeast a…","myanmar's ruling junta is getting support from more than 60 foreign governments and international organizations including united nations entities, according to a study by the group justice for myanmar, which monitors human rights violations in the southeast a…",MEC,"rights group names countries, companies propping up myanmar junta myanmar's ruling junta is getting support from more than 60 foreign governments and international organizations including united nations entities, according to a study by the group justice for myanmar, which monitors human rights violations in the southeast a… myanmar's ruling junta is getting support from more than 60 foreign governments and international organizations including united nations entities, according to a study by the group justice for myanmar, which monitors human rights violations in the southeast a…",2
712,26/01/2023,"rights group names countries, companies propping up myanmar junta myanmar’s ruling junta is getting support from more than 60 foreign governments and international organizations including united nations entities, according to a study by the group justice for myanmar, which monitors human rights violations in the southeast a… myanmar’s ruling junta is getting support from more than 60 foreign governments and international organizations including united nations entities, according to a study by the group justice for myanmar, which monitors human rights violations in the southeast a…","myanmar’s ruling junta is getting support from more than 60 foreign governments and international organizations including united nations entities, according to a study by the group justice for myanmar, which monitors human rights violations in the southeast a…",MEC,"rights group names countries, companies propping up myanmar junta myanmar’s ruling junta is getting support from more than 60 foreign governments and international organizations including united nations entities, according to a study by the group justice for myanmar, which monitors human rights violations in the southeast a… myanmar’s ruling junta is getting support from more than 60 foreign governments and international organizations including united nations entities, according to a study by the group justice for myanmar, which monitors human rights violations in the southeast a…",2
713,20/01/2023,"gop’s hung cao mulls u.s. senate bid in virginia hung cao, who ran for congress in northern virginia last year, is considering running for the u.s. senate against sen. tim kaine (d-va), sources familiar with the matter told breitbart news. hung cao, who ran for congress in northern virginia last year, is considering running for the u.s. senate against sen. tim kaine (d-va), sources familiar with the matter told breitbart news.","hung cao, who ran for congress in northern virginia last year, is considering running for the u.s. senate against sen. tim kaine (d-va), sources familiar with the matter told breitbart news.",BID,"gop’s hung cao mulls u.s. senate bid in virginia hung cao, who ran for congress in northern virginia last year, is considering running for the u.s. senate against sen. tim kaine (d-va), sources familiar with the matter told breitbart news. hung cao, who ran for congress in northern virginia last year, is considering running for the u.s. senate against sen. tim kaine (d-va), sources familiar with the matter told breitbart news.",2
714,20/01/2023,"as southeast asia emerges as a capital markets contender, vietnam primes growing digital companies for global ipo market southeast asia remains the next frontier for growth companies. singapore is well on its way and vietnam is the next region to pop. opportunities abound for expansive opportunities for asian based companies and u.s. investors. southeast asia remains the next frontier for growth companies. singapore is well on its way and vietnam is the next region to pop. opportunities abound for expansive opportunities for asian based companies and u.s. investors.",southeast asia remains the next frontier for growth companies. singapore is well on its way and vietnam is the next region to pop. opportunities abound for expansive opportunities for asian based companies and u.s. investors.,BID,"as southeast asia emerges as a capital markets contender, vietnam primes growing digital companies for global ipo market southeast asia remains the next frontier for growth companies. singapore is well on its way and vietnam is the next region to pop. opportunities abound for expansive opportunities for asian based companies and u.s. investors. southeast asia remains the next frontier for growth companies. singapore is well on its way and vietnam is the next region to pop. opportunities abound for expansive opportunities for asian based companies and u.s. investors.",2
715,07/02/2023,can he make case for 4 more years? washington (ap) — this should be a high point of joe biden's presidency. he's repeatedly beaten the odds with a string of legislative accomplishments  and a historically strong midterm election where democrats held the line  against republicans. washington (ap) — this should be a high point of joe biden's presidency. he's repeatedly beaten the odds with a string of legislative accomplishments  and a historically strong midterm election where democrats held the line  against republicans.,washington (ap) — this should be a high point of joe biden's presidency. he's repeatedly beaten the odds with a string of legislative accomplishments  and a historically strong midterm election where democrats held the line  against republicans.,BID,can he make case for 4 more years? washington (ap) — this should be a high point of joe biden's presidency. he's repeatedly beaten the odds with a string of legislative accomplishments  and a historically strong midterm election where democrats held the line  against republicans. washington (ap) — this should be a high point of joe biden's presidency. he's repeatedly beaten the odds with a string of legislative accomplishments  and a historically strong midterm election where democrats held the line  against republicans.,2
716,07/02/2023,analysis: can biden make his case for four more years? joe biden's state of the union address comes at a crucial moment for his presidency joe biden's state of the union address comes at a crucial moment for his presidency,joe biden's state of the union address comes at a crucial moment for his presidency,BID,analysis: can biden make his case for four more years? joe biden's state of the union address comes at a crucial moment for his presidency joe biden's state of the union address comes at a crucial moment for his presidency,2
717,07/02/2023,analysis: can biden make his case for four more years? washington (ap) — this should be a high point of joe biden’s presidency. he’s repeatedly beaten the odds with a string of legislative accomplishments ... washington (ap) — this should be a high point of joe biden’s presidency. he’s repeatedly beaten the odds with a string of legislative accomplishments ...,washington (ap) — this should be a high point of joe biden’s presidency. he’s repeatedly beaten the odds with a string of legislative accomplishments ...,BID,analysis: can biden make his case for four more years? washington (ap) — this should be a high point of joe biden’s presidency. he’s repeatedly beaten the odds with a string of legislative accomplishments ... washington (ap) — this should be a high point of joe biden’s presidency. he’s repeatedly beaten the odds with a string of legislative accomplishments ...,2
718,07/02/2023,analysis: can biden make his case for four more years? washington (ap) — this should be a high point of joe biden’s presidency. he’s repeatedly beaten the odds with a string of legislative accomplishments and a historically strong midterm election where democrats held the line against republicans. his steadfast s… washington (ap) — this should be a high point of joe biden’s presidency. he’s repeatedly beaten the odds with a string of legislative accomplishments and a historically strong midterm election where democrats held the line against republicans. his steadfast s…,washington (ap) — this should be a high point of joe biden’s presidency. he’s repeatedly beaten the odds with a string of legislative accomplishments and a historically strong midterm election where democrats held the line against republicans. his steadfast s…,BID,analysis: can biden make his case for four more years? washington (ap) — this should be a high point of joe biden’s presidency. he’s repeatedly beaten the odds with a string of legislative accomplishments and a historically strong midterm election where democrats held the line against republicans. his steadfast s… washington (ap) — this should be a high point of joe biden’s presidency. he’s repeatedly beaten the odds with a string of legislative accomplishments and a historically strong midterm election where democrats held the line against republicans. his steadfast s…,2
719,07/02/2023,"mauritius: india-mauritius relations - has it always been ""willing subordination""? [l'express] diplomats and academics have termed the relationship between india and mauritius as one of ""willing subordination"". has this always been so? the evolution of the relationship between new delhi and port-louis shows how india's role in mauritius has… [l'express] diplomats and academics have termed the relationship between india and mauritius as one of ""willing subordination"". has this always been so? the evolution of the relationship between new delhi and port-louis shows how india's role in mauritius has…","[l'express] diplomats and academics have termed the relationship between india and mauritius as one of ""willing subordination"". has this always been so? the evolution of the relationship between new delhi and port-louis shows how india's role in mauritius has…",BID,"mauritius: india-mauritius relations - has it always been ""willing subordination""? [l'express] diplomats and academics have termed the relationship between india and mauritius as one of ""willing subordination"". has this always been so? the evolution of the relationship between new delhi and port-louis shows how india's role in mauritius has… [l'express] diplomats and academics have termed the relationship between india and mauritius as one of ""willing subordination"". has this always been so? the evolution of the relationship between new delhi and port-louis shows how india's role in mauritius has…",2
720,07/02/2023,analysis: can biden make his case for four more years? joe biden's state of the union address comes at a crucial moment for his presidency joe biden's state of the union address comes at a crucial moment for his presidency,joe biden's state of the union address comes at a crucial moment for his presidency,BID,analysis: can biden make his case for four more years? joe biden's state of the union address comes at a crucial moment for his presidency joe biden's state of the union address comes at a crucial moment for his presidency,2
721,07/02/2023,"a tale of three cities. u.s. hypocrisy and joe biden’s “rules based international order”. philip giraldi all global research articles can be read in 51 languages by activating the translate website button below the author’s name.
to receive global research’s daily newsletter (selected articles), click here.
follow us on instagram and twitter and subscribe to …
t… all global research articles can be read in 51 languages by activating the translate website button below the author’s name.
to receive global research’s daily newsletter (selected articles), click here.
follow us on instagram and twitter and subscribe to …
t…","all global research articles can be read in 51 languages by activating the translate website button below the author’s name.
to receive global research’s daily newsletter (selected articles), click here.
follow us on instagram and twitter and subscribe to …
t…",BID,"a tale of three cities. u.s. hypocrisy and joe biden’s “rules based international order”. philip giraldi all global research articles can be read in 51 languages by activating the translate website button below the author’s name.
to receive global research’s daily newsletter (selected articles), click here.
follow us on instagram and twitter and subscribe to …
t… all global research articles can be read in 51 languages by activating the translate website button below the author’s name.
to receive global research’s daily newsletter (selected articles), click here.
follow us on instagram and twitter and subscribe to …
t…",2
722,26/01/2023,an anti-graft drive brings down vietnam’s president the crackdown on corruption is also a serious reform effort the crackdown on corruption is also a serious reform effort,the crackdown on corruption is also a serious reform effort,BID,an anti-graft drive brings down vietnam’s president the crackdown on corruption is also a serious reform effort the crackdown on corruption is also a serious reform effort,2
723,26/01/2023,"victor navasky, campaign manager john nichols

one of the former nation editor and publisher’s greatest escapades came in 1974, when he ran former attorney general ramsey clark’s bid for the us senate.
the post victor navasky, campaign manager appeared first on the nation. john nichols

one of the former nation editor and publisher’s greatest escapades came in 1974, when he ran former attorney general ramsey clark’s bid for the us senate.
the post victor navasky, campaign manager appeared first on the nation.","john nichols

one of the former nation editor and publisher’s greatest escapades came in 1974, when he ran former attorney general ramsey clark’s bid for the us senate.
the post victor navasky, campaign manager appeared first on the nation.",BID,"victor navasky, campaign manager john nichols

one of the former nation editor and publisher’s greatest escapades came in 1974, when he ran former attorney general ramsey clark’s bid for the us senate.
the post victor navasky, campaign manager appeared first on the nation. john nichols

one of the former nation editor and publisher’s greatest escapades came in 1974, when he ran former attorney general ramsey clark’s bid for the us senate.
the post victor navasky, campaign manager appeared first on the nation.",2
724,26/01/2023,"douglas macarthur (1880) macarthur is a major figure in us military and diplomatic history. he commanded a brigade in france during world war i and was commander of the philippine military establishment in the late 1930s, but he is best remembered for the vital role he played in the … macarthur is a major figure in us military and diplomatic history. he commanded a brigade in france during world war i and was commander of the philippine military establishment in the late 1930s, but he is best remembered for the vital role he played in the …","macarthur is a major figure in us military and diplomatic history. he commanded a brigade in france during world war i and was commander of the philippine military establishment in the late 1930s, but he is best remembered for the vital role he played in the …",BID,"douglas macarthur (1880) macarthur is a major figure in us military and diplomatic history. he commanded a brigade in france during world war i and was commander of the philippine military establishment in the late 1930s, but he is best remembered for the vital role he played in the … macarthur is a major figure in us military and diplomatic history. he commanded a brigade in france during world war i and was commander of the philippine military establishment in the late 1930s, but he is best remembered for the vital role he played in the …",2
725,15/01/2023,thais gain edge in fight for asean crown two away goals in the first leg of the aff mitsubishi electric cup 2022 final on friday night in hanoi have given thailand a slender advantage in their bid to become back-to-back champions. two away goals in the first leg of the aff mitsubishi electric cup 2022 final on friday night in hanoi have given thailand a slender advantage in their bid to become back-to-back champions.,two away goals in the first leg of the aff mitsubishi electric cup 2022 final on friday night in hanoi have given thailand a slender advantage in their bid to become back-to-back champions.,BID,thais gain edge in fight for asean crown two away goals in the first leg of the aff mitsubishi electric cup 2022 final on friday night in hanoi have given thailand a slender advantage in their bid to become back-to-back champions. two away goals in the first leg of the aff mitsubishi electric cup 2022 final on friday night in hanoi have given thailand a slender advantage in their bid to become back-to-back champions.,2
726,15/01/2023,"thai enterprises spend more on software amid growing digitalisation the majority of software spending in thailand during the first half of 2022 went into applications followed by infrastructure software and development tools, according to idc the majority of software spending in thailand during the first half of 2022 went into applications followed by infrastructure software and development tools, according to idc","the majority of software spending in thailand during the first half of 2022 went into applications followed by infrastructure software and development tools, according to idc",BID,"thai enterprises spend more on software amid growing digitalisation the majority of software spending in thailand during the first half of 2022 went into applications followed by infrastructure software and development tools, according to idc the majority of software spending in thailand during the first half of 2022 went into applications followed by infrastructure software and development tools, according to idc",2
727,15/01/2023,"new superintendent tony watlington is here to transform philly schools tony watlington wasn’t naive. he knew about the challenges. “the issues with facilities, asbestos, clean water — none of those surprised me,” he says. these […] tony watlington wasn’t naive. he knew about the challenges. “the issues with facilities, asbestos, clean water — none of those surprised me,” he says. these […]","tony watlington wasn’t naive. he knew about the challenges. “the issues with facilities, asbestos, clean water — none of those surprised me,” he says. these […]",BID,"new superintendent tony watlington is here to transform philly schools tony watlington wasn’t naive. he knew about the challenges. “the issues with facilities, asbestos, clean water — none of those surprised me,” he says. these […] tony watlington wasn’t naive. he knew about the challenges. “the issues with facilities, asbestos, clean water — none of those surprised me,” he says. these […]",2
728,13/01/2023,thailand get vital away goals in hanoi hanoi: two away goals ensure thailand hold a slender advantage in their bid to become back-to-back champions after a thrilling 2-2 draw in the first leg of the asean football federation final on friday night. hanoi: two away goals ensure thailand hold a slender advantage in their bid to become back-to-back champions after a thrilling 2-2 draw in the first leg of the asean football federation final on friday night.,hanoi: two away goals ensure thailand hold a slender advantage in their bid to become back-to-back champions after a thrilling 2-2 draw in the first leg of the asean football federation final on friday night.,BID,thailand get vital away goals in hanoi hanoi: two away goals ensure thailand hold a slender advantage in their bid to become back-to-back champions after a thrilling 2-2 draw in the first leg of the asean football federation final on friday night. hanoi: two away goals ensure thailand hold a slender advantage in their bid to become back-to-back champions after a thrilling 2-2 draw in the first leg of the asean football federation final on friday night.,3
